* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 17, 2025 9:00:22 PM
* REW Settings:
386.017693 86.153 -48.8290
388.814937 86.083 -47.6870
391.632450 86.078 -45.6779
394.470380 86.168 -42.9812
397.328875 86.365 -39.9722
400.208084 86.665 -37.1381
403.108157 87.049 -34.9277
406.029245 87.485 -33.6279
408.971500 87.941 -33.3330
411.935076 88.385 -33.9907
414.920127 88.795 -35.4673
417.926810 89.154 -37.5968
420.955280 89.453 -40.2078
424.005695 89.688 -43.1385
427.078215 89.866 -46.2500
430.173000 89.997 -49.4375
433.290211 90.094 -52.6407
436.430010 90.170 -55.8438
439.592562 90.236 -59.0665
442.778031 90.294 -62.3478
445.986583 90.342 -65.7268
449.218386 90.372 -69.2273
452.473607 90.375 -72.8501
455.752418 90.339 -76.5713
459.054987 90.256 -80.3470
462.381489 90.119 -84.1188
465.732096 89.923 -87.8156
469.106983 89.666 -91.3553
472.506325 89.348 -94.6456
475.930301 88.971 -97.5856
479.379088 88.542 -100.0698
482.852867 88.069 -101.9935
486.351817 87.569 -103.2634
489.876123 87.059 -103.8163
493.425968 86.560 -103.6448
497.001536 86.095 -102.8281
500.603014 85.684 -101.5515
504.230589 85.339 -100.0886
507.884452 85.061 -98.7354
511.564792 84.841 -97.7246
515.271802 84.663 -97.1710
519.005673 84.509 -97.0753
522.766602 84.367 -97.3702
526.554785 84.229 -97.9662
530.370418 84.090 -98.7786
534.213700 83.947 -99.7343
538.084833 83.799 -100.7703
541.984018 83.642 -101.8276
545.911457 83.476 -102.8442
549.867357 83.296 -103.7465
553.851922 83.103 -104.4404
557.865362 82.898 -104.8101
561.907884 82.688 -104.7280
565.979700 82.488 -104.0844
570.081022 82.318 -102.8260
574.212064 82.199 -100.9946
578.373042 82.148 -98.7455
582.564171 82.174 -96.3262
586.785671 82.272 -94.0094
591.037762 82.433 -92.0101
595.320665 82.641 -90.4366
599.634604 82.882 -89.3021
603.979804 83.144 -88.5751
608.356491 83.416 -88.2234
612.764893 83.688 -88.2284
617.205240 83.950 -88.5725
621.677763 84.197 -89.2197
626.182696 84.428 -90.1116
630.720274 84.646 -91.1863
635.290733 84.861 -92.4061
639.894312 85.080 -93.7682
644.531250 85.307 -95.2981
649.201789 85.540 -97.0414
653.906173 85.772 -99.0533
658.644647 85.990 -101.3826
663.417457 86.182 -104.0482
668.224854 86.332 -107.0265
673.067086 86.430 -110.2527
677.944408 86.469 -113.6342
682.857073 86.447 -117.0612
687.805336 86.367 -120.4188
692.789457 86.235 -123.5979
697.809695 86.062 -126.5024
702.866312 85.858 -129.0518
707.959571 85.632 -131.1838
713.089738 85.391 -132.8594
718.257080 85.139 -134.0522
723.461867 84.874 -134.7205
728.704370 84.596 -134.7760
733.984862 84.303 -134.0953
739.303619 84.003 -132.5948
744.660918 83.707 -130.3411
750.057038 83.432 -127.6190
755.492260 83.195 -124.8777
760.966869 83.008 -122.5688
766.481148 82.874 -120.9922
772.035387 82.790 -120.2415
777.629873 82.749 -120.2493
783.264900 82.739 -120.8704
788.940760 82.754 -121.9464
794.657750 82.784 -123.3381
800.416168 82.826 -124.9346
806.216313 82.874 -126.6521
812.058489 82.925 -128.4246
817.943000 82.976 -130.1908
823.870152 83.023 -131.8909
829.840255 83.064 -133.4647
835.853619 83.097 -134.8425
841.910559 83.121 -135.9341
848.011390 83.138 -136.6379
854.156430 83.152 -136.8821
860.346000 83.170 -136.6816
866.580422 83.198 -136.1785
872.860020 83.235 -135.6221
879.185124 83.275 -135.2844
885.556062 83.308 -135.3502
891.973166 83.325 -135.8582
898.436771 83.322 -136.7192
904.947215 83.297 -137.7743
911.504835 83.257 -138.8530
918.109975 83.214 -139.8055
924.762978 83.176 -140.5000
931.464192 83.151 -140.8038
938.213966 83.147 -140.5840
945.012651 83.167 -139.7461
951.860602 83.213 -138.3098
958.758176 83.287 -136.4749
965.705733 83.384 -134.6080
972.703635 83.498 -133.1115
979.752246 83.620 -132.2578
986.851935 83.743 -132.1200
994.003071 83.867 -132.6216
1001.206027 83.991 -133.6351
1008.461179 84.119 -135.0532
1015.768904 84.250 -136.8087
1023.129584 84.380 -138.8569
1030.543603 84.500 -141.1477
1038.011347 84.603 -143.6057
1045.533205 84.687 -146.1322
1053.109569 84.749 -148.6182
1060.740836 84.795 -150.9584
1068.427401 84.829 -153.0634
1076.169666 84.859 -154.8700
1083.968035 84.892 -156.3545
1091.822915 84.935 -157.5376
1099.734713 84.988 -158.4766
1107.703844 85.048 -159.2524
1115.730723 85.108 -159.9642
1123.815768 85.159 -160.7227
1131.959400 85.190 -161.6295
1140.162045 85.195 -162.7444
1148.424129 85.171 -164.0675
1156.746083 85.122 -165.5591
1165.128342 85.055 -167.1694
1173.571343 84.980 -168.8536
1182.075524 84.905 -170.5693
1190.641331 84.836 -172.2716
1199.269209 84.777 -173.9086
1207.959608 84.734 -175.4207
1216.712981 84.713 -176.7522
1225.529785 84.721 -177.8734
1234.410479 84.767 -178.7999
1243.355526 84.857 -179.6042
1252.365393 84.989 179.5942
1261.440549 85.156 178.6621
1270.581467 85.345 177.4917
1279.788624 85.540 176.0264
1289.062500 85.727 174.2634
1298.403578 85.891 172.2454
1307.812346 86.021 170.0526
1317.289293 86.113 167.7937
1326.834914 86.167 165.5887
1336.449707 86.194 163.5438
1346.134173 86.210 161.7225
1355.888816 86.235 160.1305
1365.714145 86.285 158.7156
1375.610673 86.370 157.3781
1385.578915 86.493 155.9896
1395.619391 86.645 154.4214
1405.732624 86.814 152.5786
1415.919142 86.987 150.4211
1426.179476 87.153 147.9613
1436.514160 87.303 145.2445
1446.923734 87.434 142.3307
1457.408740 87.544 139.2822
1467.969724 87.631 136.1565
1478.607238 87.696 133.0040
1489.321836 87.740 129.8666
1500.114076 87.764 126.7756
1510.984521 87.768 123.7496
1521.933737 87.754 120.7936
1532.962297 87.722 117.8998
1544.070773 87.672 115.0481
1555.259747 87.602 112.2109
1566.529800 87.512 109.3688
1577.881521 87.400 106.5221
1589.315501 87.264 103.6909
1600.832336 87.102 100.9098
1612.432627 86.917 98.2238
1624.116978 86.708 95.6848
1635.886000 86.480 93.3470
1647.740304 86.237 91.2632
1659.680509 85.986 89.4799
1671.707238 85.734 88.0315
1683.821118 85.489 86.9320
1696.022780 85.262 86.1658
1708.312860 85.060 85.6890
1720.692000 84.890 85.4463
1733.160843 84.758 85.3917
1745.720041 84.666 85.4967
1758.370248 84.619 85.7428
1771.112124 84.619 86.1094
1783.946332 84.670 86.5609
1796.873543 84.774 87.0372
1809.894429 84.929 87.4532
1823.009670 85.130 87.7163
1836.219950 85.372 87.7466
1849.525956 85.643 87.4843
1862.928384 85.934 86.8894
1876.427931 86.231 85.9438
1890.025301 86.522 84.6504
1903.721204 86.794 83.0314
1917.516352 87.037 81.1294
1931.411466 87.246 79.0059
1945.407270 87.416 76.7336
1959.504493 87.551 74.3909
1973.703870 87.654 72.0494
1988.006142 87.734 69.7611
2002.412054 87.798 67.5475
2016.922357 87.854 65.4012
2031.537808 87.908 63.2986
2046.259169 87.963 61.2139
2061.087206 88.019 59.1289
2076.022694 88.079 57.0396
2091.066410 88.140 54.9531
2106.219139 88.203 52.8835
2121.481671 88.263 50.8457
2136.854802 88.317 48.8503
2152.339333 88.362 46.9047
2167.936071 88.395 45.0179
2183.645829 88.417 43.2026
2199.469427 88.431 41.4719
2215.407689 88.442 39.8429
2231.461446 88.455 38.3416
2247.631536 88.477 36.9968
2263.918800 88.509 35.8318
2280.324089 88.553 34.8599
2296.848258 88.603 34.0848
2313.492167 88.653 33.5096
2330.256685 88.694 33.1467
2347.142685 88.724 33.0093
2364.151049 88.741 33.0807
2381.282662 88.747 33.2900
2398.538418 88.746 33.5087
2415.919216 88.738 33.5797
2433.425962 88.724 33.3748
2451.059570 88.702 32.8333
2468.820958 88.667 31.9708
2486.711052 88.616 30.8638
2504.730786 88.549 29.6185
2522.881098 88.466 28.3428
2541.162934 88.370 27.1328
2559.577248 88.263 26.0651
2578.125000 88.151 25.1876
2596.807157 88.042 24.5148
2615.624692 87.946 24.0326
2634.578586 87.873 23.7173
2653.669829 87.833 23.5493
2672.899414 87.833 23.5164
2692.268345 87.879 23.6071
2711.777632 87.972 23.7996
2731.428290 88.110 24.0549
2751.221345 88.287 24.3213
2771.157829 88.495 24.5458
2791.238781 88.722 24.6801
2811.465248 88.959 24.6757
2831.838284 89.201 24.4735
2852.358952 89.440 24.0042
2873.028321 89.669 23.2065
2893.847468 89.882 22.0531
2914.817480 90.069 20.5619
2935.939449 90.226 18.7927
2957.214476 90.346 16.8334
2978.643672 90.431 14.7800
3000.228152 90.481 12.7207
3021.969041 90.502 10.7306
3043.867475 90.499 8.8737
3065.924593 90.478 7.2035
3088.141547 90.448 5.7562
3110.519493 90.418 4.5414
3133.059600 90.395 3.5360
3155.763041 90.381 2.6887
3178.631001 90.379 1.9379
3201.664672 90.386 1.2274
3224.865254 90.400 0.5110
3248.233957 90.419 -0.2583
3271.771999 90.439 -1.1317
3295.480608 90.456 -2.1527
3319.361019 90.465 -3.3357
3343.414477 90.460 -4.6565
3367.642236 90.440 -6.0603
3392.045560 90.404 -7.4747
3416.625721 90.352 -8.8215
3441.383999 90.285 -10.0231
3466.321686 90.206 -11.0051
3491.440082 90.116 -11.7023
3516.740496 90.020 -12.0625
3542.224247 89.925 -12.0505
3567.892664 89.839 -11.6488
3593.747085 89.773 -10.8633
3619.788858 89.735 -9.7383
3646.019340 89.735 -8.3719
3672.439900 89.777 -6.9147
3699.051913 89.857 -5.5490
3725.856768 89.970 -4.4551
3752.855862 90.105 -3.7761
3780.050603 90.252 -3.5931
3807.442408 90.399 -3.9208
3835.032705 90.539 -4.7218
3862.822933 90.663 -5.9269
3890.814540 90.764 -7.4484
3919.008986 90.836 -9.1898
3947.407741 90.879 -11.0540
3976.012284 90.895 -12.9568
4004.824108 90.887 -14.8386
4033.844715 90.863 -16.6671
4063.075616 90.829 -18.4303
4092.518337 90.789 -20.1255
4122.174412 90.749 -21.7524
4152.045387 90.710 -23.3126
4182.132820 90.676 -24.8130
4212.438278 90.648 -26.2639
4242.963342 90.623 -27.6721
4273.709604 90.596 -29.0298
4304.678665 90.563 -30.3093
4335.872141 90.517 -31.4619
4367.291658 90.455 -32.4152
4398.938854 90.372 -33.0686
4430.815378 90.270 -33.2970
4462.922893 90.154 -32.9661
4495.263072 90.034 -31.9703
4527.837601 89.925 -30.2827
4560.648179 89.845 -28.0007
4593.696515 89.813 -25.3658
4626.984334 89.840 -22.7336
4660.513370 89.933 -20.4850
4694.285371 90.085 -18.9169
4728.302098 90.280 -18.1808
4762.565324 90.496 -18.2930
4797.076835 90.709 -19.1783
4831.838432 90.897 -20.7133
4866.851925 91.042 -22.7511
4902.119140 91.133 -25.1388
4937.641916 91.163 -27.7307
4973.422105 91.131 -30.3961
5009.461572 91.037 -33.0189
5045.762195 90.885 -35.4928
5082.325868 90.680 -37.7163
5119.154496 90.429 -39.5928
5156.250000 90.143 -41.0310
5193.614313 89.834 -41.9489
5231.249383 89.517 -42.2767
5269.157173 89.207 -41.9651
5307.339658 88.922 -40.9987
5345.798829 88.678 -39.4203
5384.536691 88.489 -37.3459
5423.555263 88.363 -34.9550
5462.856580 88.305 -32.4532
5502.442691 88.313 -30.0356
5542.315659 88.383 -27.8699
5582.477563 88.507 -26.0905
5622.930497 88.674 -24.7926
5663.676569 88.869 -24.0276
5704.717904 89.077 -23.7999
5746.056642 89.280 -24.0686
5787.694937 89.465 -24.7588
5829.634960 89.622 -25.7762
5871.878898 89.744 -27.0204
5914.428953 89.828 -28.3901
5957.287343 89.875 -29.7909
6000.456303 89.886 -31.1387
6043.938083 89.866 -32.3616
6087.734950 89.820 -33.4011
6131.849187 89.756 -34.2117
6176.283094 89.680 -34.7618
6221.038987 89.599 -35.0350
6266.119200 89.521 -35.0287
6311.526083 89.450 -34.7504
6357.262002 89.390 -34.2125
6403.329344 89.343 -33.4325
6449.730508 89.311 -32.4376
6496.467914 89.297 -31.2743
6543.543998 89.304 -30.0194
6590.961215 89.336 -28.7858
6638.722037 89.393 -27.7094
6686.828954 89.472 -26.9182
6735.284473 89.566 -26.4996
6784.091120 89.666 -26.4810
6833.251441 89.761 -26.8322
6882.767998 89.840 -27.4822
6932.643372 89.898 -28.3401
6982.880164 89.930 -29.3126
7033.480992 89.937 -30.3184
7084.448495 89.921 -31.2966
7135.785329 89.887 -32.2111
7187.494171 89.837 -33.0465
7239.577717 89.774 -33.7972
7292.038681 89.699 -34.4491
7344.879799 89.612 -34.9659
7398.103826 89.512 -35.2800
7451.713536 89.401 -35.2910
7505.711724 89.283 -34.8765
7560.101205 89.169 -33.9141
7614.884815 89.070 -32.3235
7670.065409 89.004 -30.1188
7725.645865 88.985 -27.4487
7781.629080 89.023 -24.5886
7838.017972 89.118 -21.8707
7894.815481 89.264 -19.5850
7952.024569 89.445 -17.9086
8009.648217 89.644 -16.8916
8067.689429 89.843 -16.4885
8126.151233 90.028 -16.6017
8185.036674 90.188 -17.1150
8244.348824 90.316 -17.9088
8304.090774 90.407 -18.8604
8364.265639 90.457 -19.8384
8424.876556 90.469 -20.6987
8485.926684 90.447 -21.2836
8547.419207 90.400 -21.4302
8609.357330 90.343 -20.9905
8671.744282 90.293 -19.8667
8734.583316 90.270 -18.0610
8797.877707 90.289 -15.7239
8861.630756 90.358 -13.1569
8925.845785 90.477 -10.7395
8990.526143 90.634 -8.8059
9055.675202 90.811 -7.5505
9121.296357 90.989 -7.0087
9187.393031 91.150 -7.0929
9253.968668 91.280 -7.6460
9321.026740 91.371 -8.4835
9388.570742 91.420 -9.4188
9456.604196 91.430 -10.2737
9525.130648 91.408 -10.8820
9594.153671 91.363 -11.0952
9663.676863 91.310 -10.7937
9733.703850 91.263 -9.9121
9804.238280 91.239 -8.4772
9875.283832 91.250 -6.6387
9946.844210 91.302 -4.6588
10018.923143 91.393 -2.8397
10091.524390 91.512 -1.4249
10164.651736 91.645 -0.5341
10238.308993 91.777 -0.1609
10312.500000 91.897 -0.2135
10387.228626 92.000 -0.5612
10462.498767 92.080 -1.0653
10538.314345 92.137 -1.5951
10614.679315 92.173 -2.0331
10691.597657 92.193 -2.2819
10769.073381 92.204 -2.2787
10847.110526 92.218 -2.0175
10925.713161 92.244 -1.5634
11004.885382 92.290 -1.0396
11084.631318 92.356 -0.5862
11164.955126 92.438 -0.3136
11245.860993 92.526 -0.2760
11327.353138 92.610 -0.4728
11409.435808 92.680 -0.8658
11492.113283 92.730 -1.3942
11575.389873 92.751 -1.9814
11659.269920 92.740 -2.5414
11743.757796 92.699 -2.9900
11828.857906 92.634 -3.2655
11914.574686 92.554 -3.3458
12000.912606 92.470 -3.2504
12087.876166 92.392 -3.0261
12175.469900 92.324 -2.7274
12263.698373 92.269 -2.4028
12352.566187 92.227 -2.0933
12442.077974 92.197 -1.8318
12532.238400 92.175 -1.6422
12623.052165 92.156 -1.5308
12714.524005 92.136 -1.4836
12806.658687 92.110 -1.4701
12899.461015 92.079 -1.4531
12992.935827 92.041 -1.3981
13087.087996 92.001 -1.2814
13181.922430 91.959 -1.0968
13277.444074 91.920 -0.8589
13373.657907 91.886 -0.5997
13470.568945 91.854 -0.3580
13568.182241 91.824 -0.1656
13666.502883 91.792 -0.0403
13765.535996 91.753 0.0135
13865.286744 91.706 0.0020
13965.760328 91.647 -0.0592
14066.961984 91.575 -0.1459
14168.896989 91.489 -0.2327
14271.570658 91.392 -0.2997
14374.988342 91.283 -0.3361
