* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 16, 2025 3:03:05 PM
* REW Settings:
388.814937 84.454 -79.1617
391.632450 84.073 -81.1942
394.470380 83.708 -82.9261
397.328875 83.373 -84.4098
400.208084 83.074 -85.7041
403.108157 82.810 -86.8414
406.029245 82.575 -87.7952
408.971500 82.356 -88.4561
411.935076 82.147 -88.6335
414.920127 81.945 -88.0959
417.926810 81.760 -86.6620
420.955280 81.608 -84.3309
424.005695 81.509 -81.3895
427.078215 81.481 -78.3807
430.173000 81.531 -75.9021
433.290211 81.656 -74.3792
436.430010 81.837 -73.9789
439.592562 82.050 -74.6577
442.778031 82.267 -76.2478
445.986583 82.464 -78.5165
449.218386 82.620 -81.1934
452.473607 82.723 -83.9761
455.752418 82.769 -86.5269
459.054987 82.757 -88.4552
462.381489 82.691 -89.2765
465.732096 82.576 -88.3809
469.106983 82.424 -85.1064
472.506325 82.250 -79.0403
475.930301 82.075 -70.5323
479.379088 81.919 -60.9011
482.852867 81.803 -51.7036
486.351817 81.742 -43.8152
489.876123 81.750 -37.4250
493.425968 81.830 -32.5240
497.001536 81.980 -29.1511
500.603014 82.190 -27.3402
504.230589 82.444 -27.0188
507.884452 82.717 -28.0033
511.564792 82.989 -30.0490
515.271802 83.237 -32.8949
519.005673 83.449 -36.2946
522.766602 83.617 -40.0349
526.554785 83.740 -43.9485
530.370418 83.821 -47.9158
534.213700 83.865 -51.8545
538.084833 83.875 -55.7029
541.984018 83.855 -59.4073
545.911457 83.809 -62.9203
549.867357 83.739 -66.2031
553.851922 83.650 -69.2230
557.865362 83.547 -71.9386
561.907884 83.435 -74.2860
565.979700 83.321 -76.1821
570.081022 83.219 -77.5526
574.212064 83.142 -78.3708
578.373042 83.103 -78.6957
582.564171 83.111 -78.6849
586.785671 83.164 -78.5649
591.037762 83.253 -78.5619
595.320665 83.364 -78.8344
599.634604 83.483 -79.4519
603.979804 83.600 -80.4198
608.356491 83.706 -81.7086
612.764893 83.792 -83.2601
617.205240 83.857 -84.9865
621.677763 83.897 -86.7864
626.182696 83.920 -88.5791
630.720274 83.935 -90.3409
635.290733 83.954 -92.1213
639.894312 83.986 -94.0215
644.531250 84.036 -96.1481
649.201789 84.102 -98.5752
653.906173 84.174 -101.3284
658.644647 84.243 -104.3854
663.417457 84.297 -107.6851
668.224854 84.328 -111.1388
673.067086 84.331 -114.6427
677.944408 84.305 -118.0881
682.857073 84.251 -121.3661
687.805336 84.168 -124.3632
692.789457 84.056 -126.9479
697.809695 83.912 -128.9565
702.866312 83.737 -130.2025
707.959571 83.538 -130.5303
713.089738 83.327 -129.9117
718.257080 83.124 -128.5303
723.461867 82.949 -126.7731
728.704370 82.819 -125.1073
733.984862 82.744 -123.9213
739.303619 82.722 -123.4331
744.660918 82.742 -123.6912
750.057038 82.787 -124.6250
755.492260 82.838 -126.1051
760.966869 82.879 -127.9954
766.481148 82.899 -130.1902
772.035387 82.891 -132.6294
777.629873 82.851 -135.2825
783.264900 82.776 -138.1139
788.940760 82.668 -141.0654
794.657750 82.527 -144.0593
800.416168 82.359 -147.0110
806.216313 82.170 -149.8398
812.058489 81.970 -152.4780
817.943000 81.767 -154.8813
823.870152 81.569 -157.0437
829.840255 81.382 -159.0042
835.853619 81.207 -160.8374
841.910559 81.040 -162.6282
848.011390 80.872 -164.4402
854.156430 80.698 -166.2942
860.346000 80.518 -168.1758
866.580422 80.336 -170.0640
872.860020 80.164 -171.9489
879.185124 80.010 -173.8257
885.556062 79.881 -175.6700
891.973166 79.785 -177.4113
898.436771 79.727 -178.9232
904.947215 79.715 179.9626
911.504835 79.755 179.4197
918.109975 79.851 179.5630
924.762978 79.999 -179.6322
931.464192 80.185 -178.3962
938.213966 80.389 -177.1532
945.012651 80.582 -176.3937
951.860602 80.738 -176.4828
958.758176 80.835 -177.5183
965.705733 80.859 -179.3124
972.703635 80.810 178.5365
979.752246 80.698 176.5724
986.851935 80.545 175.4729
994.003071 80.380 176.1161
1001.206027 80.240 179.6667
1008.461179 80.159 -172.6166
1015.768904 80.169 -160.6669
1023.129584 80.284 -147.5836
1030.543603 80.501 -137.7600
1038.011347 80.802 -132.7319
1045.533205 81.158 -131.6516
1053.109569 81.539 -133.2952
1060.740836 81.916 -136.7434
1068.427401 82.271 -141.3822
1076.169666 82.590 -146.7996
1083.968035 82.864 -152.7141
1091.822915 83.088 -158.9297
1099.734713 83.254 -165.3013
1107.703844 83.358 -171.7068
1115.730723 83.389 -178.0197
1123.815768 83.342 175.9254
1131.959400 83.210 170.3672
1140.162045 82.994 165.6456
1148.424129 82.699 162.2319
1156.746083 82.343 160.7732
1165.128342 81.948 162.1396
1173.571343 81.544 167.3032
1182.075524 81.160 176.5654
1190.641331 80.826 -171.9159
1199.269209 80.563 -161.7452
1207.959608 80.377 -155.1353
1216.712981 80.266 -151.9651
1225.529785 80.216 -151.2432
1234.410479 80.207 -152.0684
1243.355526 80.222 -153.8362
1252.365393 80.246 -156.1930
1261.440549 80.264 -158.9438
1270.581467 80.264 -161.9645
1279.788624 80.236 -165.1379
1289.062500 80.178 -168.3340
1298.403578 80.095 -171.4226
1307.812346 80.000 -174.2988
1317.289293 79.911 -176.8993
1326.834914 79.847 -179.2050
1336.449707 79.826 178.7659
1346.134173 79.861 176.9658
1355.888816 79.962 175.3250
1365.714145 80.126 173.7600
1375.610673 80.347 172.1841
1385.578915 80.610 170.5162
1395.619391 80.900 168.6871
1405.732624 81.198 166.6469
1415.919142 81.489 164.3771
1426.179476 81.760 161.8945
1436.514160 82.004 159.2390
1446.923734 82.218 156.4617
1457.408740 82.397 153.6289
1467.969724 82.541 150.8298
1478.607238 82.652 148.1698
1489.321836 82.735 145.7522
1500.114076 82.794 143.6609
1510.984521 82.838 141.9352
1521.933737 82.877 140.5317
1532.962297 82.925 139.3011
1544.070773 82.991 138.0195
1555.259747 83.083 136.4658
1566.529800 83.200 134.4900
1577.881521 83.338 132.0327
1589.315501 83.488 129.1045
1600.832336 83.641 125.7544
1612.432627 83.784 122.0503
1624.116978 83.907 118.0695
1635.886000 84.001 113.8940
1647.740304 84.058 109.6077
1659.680509 84.077 105.2910
1671.707238 84.058 101.0143
1683.821118 84.004 96.8313
1696.022780 83.915 92.7838
1708.312860 83.791 88.9132
1720.692000 83.625 85.2751
1733.160843 83.416 81.9528
1745.720041 83.163 79.0601
1758.370248 82.875 76.7280
1771.112124 82.569 75.0807
1783.946332 82.267 74.2085
1796.873543 81.997 74.1311
1809.894429 81.781 74.7535
1823.009670 81.639 75.8397
1836.219950 81.574 77.0420
1849.525956 81.579 77.9867
1862.928384 81.636 78.3821
1876.427931 81.722 78.0946
1890.025301 81.813 77.1602
1903.721204 81.894 75.7378
1917.516352 81.957 74.0469
1931.411466 82.004 72.3142
1945.407270 82.043 70.7450
1959.504493 82.084 69.5208
1973.703870 82.139 68.8176
1988.006142 82.221 68.8115
2002.412054 82.343 69.6433
2016.922357 82.517 71.3384
2031.537808 82.748 73.7202
2046.259169 83.037 76.3823
2061.087206 83.372 78.7760
2076.022694 83.737 80.3956
2091.066410 84.113 80.9398
2106.219139 84.481 80.3502
2121.481671 84.826 78.7415
2136.854802 85.138 76.3057
2152.339333 85.413 73.2488
2167.936071 85.650 69.7543
2183.645829 85.848 65.9653
2199.469427 86.007 61.9906
2215.407689 86.123 57.9279
2231.461446 86.191 53.8842
2247.631536 86.210 49.9824
2263.918800 86.177 46.3604
2280.324089 86.097 43.1625
2296.848258 85.975 40.5227
2313.492167 85.824 38.5341
2330.256685 85.656 37.2126
2347.142685 85.483 36.4601
2364.151049 85.317 36.0574
2381.282662 85.167 35.7219
2398.538418 85.036 35.2030
2415.919216 84.926 34.3497
2433.425962 84.836 33.1237
2451.059570 84.764 31.5663
2468.820958 84.713 29.7494
2486.711052 84.684 27.7435
2504.730786 84.677 25.6072
2522.881098 84.692 23.3918
2541.162934 84.723 21.1561
2559.577248 84.766 18.9811
2578.125000 84.814 16.9812
2596.807157 84.861 15.3042
2615.624692 84.903 14.1158
2634.578586 84.940 13.5663
2653.669829 84.973 13.7344
2672.899414 85.007 14.5592
2692.268345 85.048 15.8066
2711.777632 85.098 17.1263
2731.428290 85.161 18.1797
2751.221345 85.234 18.7540
2771.157829 85.313 18.7953
2791.238781 85.394 18.3628
2811.465248 85.472 17.5580
2831.838284 85.542 16.4880
2852.358952 85.596 15.2677
2873.028321 85.630 14.0331
2893.847468 85.642 12.9371
2914.817480 85.634 12.1315
2935.939449 85.614 11.7363
2957.214476 85.595 11.7965
2978.643672 85.590 12.2426
3000.228152 85.606 12.8857
3021.969041 85.647 13.4709
3043.867475 85.706 13.7694
3065.924593 85.775 13.6490
3088.141547 85.840 13.0878
3110.519493 85.887 12.1497
3133.059600 85.908 10.9507
3155.763041 85.895 9.6279
3178.631001 85.849 8.3145
3201.664672 85.776 7.1158
3224.865254 85.690 6.0924
3248.233957 85.603 5.2577
3271.771999 85.529 4.5946
3295.480608 85.479 4.0720
3319.361019 85.457 3.6510
3343.414477 85.463 3.2875
3367.642236 85.495 2.9368
3392.045560 85.547 2.5605
3416.625721 85.613 2.1266
3441.383999 85.691 1.6079
3466.321686 85.777 0.9823
3491.440082 85.869 0.2389
3516.740496 85.966 -0.6168
3542.224247 86.064 -1.5687
3567.892664 86.160 -2.6044
3593.747085 86.249 -3.7275
3619.788858 86.326 -4.9535
3646.019340 86.386 -6.2898
3672.439900 86.423 -7.7220
3699.051913 86.435 -9.2126
3725.856768 86.420 -10.7118
3752.855862 86.382 -12.1702
3780.050603 86.322 -13.5452
3807.442408 86.246 -14.8051
3835.032705 86.164 -15.9384
3862.822933 86.084 -16.9587
3890.814540 86.014 -17.8962
3919.008986 85.963 -18.7869
3947.407741 85.932 -19.6681
3976.012284 85.921 -20.5781
4004.824108 85.929 -21.5494
4033.844715 85.949 -22.5935
4063.075616 85.978 -23.6912
4092.518337 86.012 -24.7947
4122.174412 86.052 -25.8373
4152.045387 86.097 -26.7461
4182.132820 86.149 -27.4572
4212.438278 86.207 -27.9348
4242.963342 86.271 -28.1798
4273.709604 86.337 -28.2139
4304.678665 86.404 -28.0389
4335.872141 86.470 -27.5974
4367.291658 86.537 -26.7688
4398.938854 86.615 -25.4120
4430.815378 86.710 -23.4357
4462.922893 86.829 -20.8832
4495.263072 86.974 -17.9927
4527.837601 87.138 -15.1743
4560.648179 87.308 -12.8850
4593.696515 87.468 -11.4640
4626.984334 87.600 -11.0338
4660.513370 87.693 -11.5055
4694.285371 87.745 -12.6654
4728.302098 87.761 -14.2797
4762.565324 87.751 -16.1595
4797.076835 87.728 -18.1816
4831.838432 87.702 -20.2844
4866.851925 87.681 -22.4550
4902.119140 87.665 -24.7063
4937.641916 87.651 -27.0491
4973.422105 87.631 -29.4642
5009.461572 87.597 -31.8939
5045.762195 87.544 -34.2472
5082.325868 87.468 -36.4103
5119.154496 87.370 -38.2606
5156.250000 87.251 -39.6804
5193.614313 87.116 -40.5636
5231.249383 86.969 -40.8225
5269.157173 86.819 -40.3881
5307.339658 86.672 -39.2020
5345.798829 86.537 -37.2327
5384.536691 86.423 -34.5305
5423.555263 86.339 -31.2944
5462.856580 86.291 -27.8828
5502.442691 86.284 -24.7294
5542.315659 86.317 -22.1981
5582.477563 86.387 -20.4811
5622.930497 86.483 -19.5989
5663.676569 86.598 -19.4670
5704.717904 86.720 -19.9755
5746.056642 86.842 -21.0366
5787.694937 86.955 -22.5922
5829.634960 87.051 -24.5923
5871.878898 87.123 -26.9757
5914.428953 87.164 -29.6592
5957.287343 87.169 -32.5387
6000.456303 87.138 -35.4979
6043.938083 87.073 -38.4187
6087.734950 86.979 -41.1837
6131.849187 86.861 -43.6710
6176.283094 86.724 -45.7361
6221.038987 86.571 -47.1887
6266.119200 86.410 -47.7805
6311.526083 86.250 -47.2200
6357.262002 86.104 -45.2325
6403.329344 85.987 -41.6873
6449.730508 85.913 -36.7574
6496.467914 85.892 -31.0016
6543.543998 85.928 -25.2292
6590.961215 86.020 -20.2031
6638.722037 86.159 -16.4177
6686.828954 86.335 -14.0667
6735.284473 86.532 -13.1146
6784.091120 86.733 -13.3868
6833.251441 86.923 -14.6439
6882.767998 87.089 -16.6373
6932.643372 87.224 -19.1465
6982.880164 87.323 -21.9980
7033.480992 87.386 -25.0642
7084.448495 87.411 -28.2448
7135.785329 87.399 -31.4446
7187.494171 87.349 -34.5587
7239.577717 87.266 -37.4586
7292.038681 87.155 -39.9818
7344.879799 87.028 -41.9241
7398.103826 86.900 -43.0298
7451.713536 86.786 -42.9778
7505.711724 86.703 -41.3895
7560.101205 86.665 -37.9199
7614.884815 86.683 -32.5164
7670.065409 86.762 -25.7749
7725.645865 86.902 -18.9619
7781.629080 87.096 -13.3848
7838.017972 87.329 -9.7260
7894.815481 87.584 -8.0066
7952.024569 87.840 -7.9196
8009.648217 88.081 -9.0840
8067.689429 88.293 -11.1458
8126.151233 88.464 -13.8068
8185.036674 88.588 -16.8251
8244.348824 88.661 -20.0018
8304.090774 88.681 -23.1622
8364.265639 88.644 -26.1329
8424.876556 88.553 -28.7189
8485.926684 88.413 -30.6896
8547.419207 88.236 -31.7834
8609.357330 88.038 -31.7307
8671.744282 87.840 -30.3047
8734.583316 87.663 -27.4215
8797.877707 87.525 -23.2891
8861.630756 87.436 -18.5074
8925.845785 87.398 -13.9225
8990.526143 87.402 -10.2500
9055.675202 87.437 -7.8115
9121.296357 87.487 -6.5676
9187.393031 87.538 -6.2965
9253.968668 87.575 -6.7302
9321.026740 87.591 -7.6075
9388.570742 87.579 -8.6842
9456.604196 87.541 -9.7396
9525.130648 87.481 -10.5841
9594.153671 87.406 -11.0623
9663.676863 87.325 -11.0530
9733.703850 87.245 -10.4779
9804.238280 87.175 -9.3298
9875.283832 87.120 -7.6997
9946.844210 87.085 -5.7725
10018.923143 87.071 -3.7867
10091.524390 87.080 -1.9801
10164.651736 87.110 -0.5404
10238.308993 87.158 0.4236
10312.500000 87.218 0.8856
10387.228626 87.285 0.8840
10462.498767 87.352 0.4941
10538.314345 87.411 -0.1879
10614.679315 87.455 -1.0522
10691.597657 87.479 -1.9784
10769.073381 87.480 -2.8401
10847.110526 87.457 -3.5125
10925.713161 87.417 -3.8823
11004.885382 87.368 -3.8706
11084.631318 87.326 -3.4595
11164.955126 87.304 -2.7096
11245.860993 87.315 -1.7546
11327.353138 87.366 -0.7744
11409.435808 87.456 0.0433
11492.113283 87.575 0.5453
11575.389873 87.709 0.6465
11659.269920 87.840 0.3390
11743.757796 87.952 -0.3199
11828.857906 88.031 -1.2230
11914.574686 88.070 -2.2291
12000.912606 88.064 -3.1798
12087.876166 88.017 -3.9183
12175.469900 87.939 -4.3107
12263.698373 87.844 -4.2723
12352.566187 87.750 -3.7993
12442.077974 87.674 -2.9843
12532.238400 87.628 -2.0024
12623.052165 87.614 -1.0670
12714.524005 87.627 -0.3689
12806.658687 87.653 -0.0258
12899.461015 87.678 -0.0625
12992.935827 87.684 -0.4233
13087.087996 87.660 -0.9966
13181.922430 87.601 -1.6414
13277.444074 87.504 -2.2125
13373.657907 87.377 -2.5854
13470.568945 87.229 -2.6792
13568.182241 87.076 -2.4777
13666.502883 86.930 -2.0392
13765.535996 86.803 -1.4832
13865.286744 86.696 -0.9532
13965.760328 86.606 -0.5720
14066.961984 86.523 -0.4041
14168.896989 86.435 -0.4440
14271.570658 86.331 -0.6302
14374.988342 86.207 -0.8732
14479.155433 86.063 -1.0834
14584.077362 85.904 -1.1948
