* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 17, 2025 8:57:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: 3
* Smoothing: 1/6 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
11084.631318 91.081 -2.1884
11164.955126 91.086 -1.9066
11245.860993 91.111 -1.5806
11327.353138 91.158 -1.3073
11409.435808 91.221 -1.1621
11492.113283 91.290 -1.1879
11575.389873 91.357 -1.3922
11659.269920 91.409 -1.7507
11743.757796 91.438 -2.2117
11828.857906 91.440 -2.7040
11914.574686 91.413 -3.1478
12000.912606 91.362 -3.4689
12087.876166 91.297 -3.6133
12175.469900 91.228 -3.5580
12263.698373 91.168 -3.3157
12352.566187 91.126 -2.9315
12442.077974 91.106 -2.4728
12532.238400 91.110 -2.0144
12623.052165 91.132 -1.6239
12714.524005 91.165 -1.3499
12806.658687 91.198 -1.2109
12899.461015 91.218 -1.1909
12992.935827 91.218 -1.2417
13087.087996 91.194 -1.2972
13181.922430 91.147 -1.2953
13277.444074 91.083 -1.1981
13373.657907 91.012 -1.0040
13470.568945 90.941 -0.7446
13568.182241 90.877 -0.4720
13666.502883 90.820 -0.2404
13765.535996 90.770 -0.0922
13865.286744 90.720 -0.0481
13965.760328 90.665 -0.1040
14066.961984 90.598 -0.2325
14168.896989 90.516 -0.3906
14271.570658 90.417 -0.5310
14374.988342 90.302 -0.6145
14479.155433 90.176 -0.6205
14584.077362 90.041 -0.5490
14689.759598 89.902 -0.4147
14796.207652 89.760 -0.2360
14903.427072 89.616 -0.0243
15011.423448 89.470 0.2173
15120.202410 89.325 0.4912
15229.769630 89.182 0.7997
15340.130819 89.043 1.1409
15451.291730 88.911 1.5048
15563.258160 88.786 1.8743
15676.035944 88.669 2.2296
15789.630962 88.556 2.5580
15904.049137 88.445 2.8588
16019.296433 88.333 3.1443
16135.378859 88.218 3.4325
16252.302465 88.101 3.7352
16370.073348 87.985 4.0514
16488.697648 87.868 4.3683
16608.181548 87.751 4.6704
16728.531278 87.630 4.9513
16849.753112 87.501 5.2211
16971.853368 87.358 5.5081
17094.838414 87.200 5.8534
17218.714660 87.027 6.2964
17343.488565 86.844 6.8599
17469.166632 86.655 7.5421
17595.755415 86.465 8.3193
17723.261512 86.276 9.1564
17851.691571 86.087 10.0201
17981.052287 85.896 10.8893
18111.350404 85.699 11.7578
18242.592715 85.494 12.6328
18374.786062 85.277 13.5284
18507.937336 85.048 14.4578
18642.053479 84.807 15.4258
18777.141484 84.556 16.4222
18913.208391 84.294 17.4219
19050.261296 84.021 18.3907
19188.307342 83.734 19.2972
19327.353727 83.428 20.1233
19467.407699 83.099 20.8684
19608.476560 82.742 21.5466
19750.567664 82.355 22.1757
19893.688419 81.938 22.7651
20037.846286 81.493 23.3076
20183.048781 81.021 23.7782
20329.303472 80.524 24.1426
20476.617985 80.003 24.3698
20625.000000 79.458 24.4410
20774.457252 78.890 24.3528
20924.997533 78.303 24.1150
21076.628691 77.703 23.7482
21229.358631 77.104 23.2799
21383.195315 76.526 22.7460
21538.146763 75.995 22.1943
21694.221053 75.547 21.6865
21851.426321 75.218 21.2925
22009.770764 75.044 21.0760
