* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 16, 2025 3:04:40 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: 2
* Smoothing: 1/6 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 57.687 86.3070
20.287556 57.920 84.6953
20.434568 58.213 82.5967
20.582645 58.545 80.0975
20.731796 58.898 77.2826
20.882027 59.255 74.2288
21.033346 59.603 71.0017
21.185763 59.933 67.6557
21.339284 60.240 64.2364
21.493917 60.519 60.7821
21.649671 60.766 57.3272
21.806553 60.982 53.9032
21.964572 61.164 50.5412
22.123737 61.314 47.2722
22.284054 61.433 44.1278
22.445534 61.524 41.1392
22.608183 61.591 38.3368
22.772012 61.638 35.7475
22.937027 61.674 33.3931
23.103238 61.706 31.2873
23.270654 61.743 29.4336
23.439282 61.792 27.8252
23.609133 61.862 26.4462
23.780215 61.955 25.2762
23.952536 62.076 24.2979
24.126106 62.225 23.5053
24.300934 62.402 22.9127
24.477028 62.611 22.5607
24.654399 62.856 22.5181
24.833055 63.150 22.8780
25.013005 63.507 23.7441
25.194260 63.946 25.2061
25.376828 64.483 27.3015
25.560719 65.128 29.9731
25.745942 65.880 33.0406
25.932508 66.728 36.2154
26.120426 67.654 39.1685
26.309705 68.636 41.6194
26.500356 69.654 43.3962
26.692388 70.692 44.4406
26.885812 71.737 44.7762
27.080638 72.779 44.4648
27.276876 73.811 43.5733
27.474535 74.829 42.1549
27.673627 75.825 40.2427
27.874161 76.794 37.8529
28.076149 77.731 34.9921
28.279600 78.627 31.6656
28.484526 79.478 27.8843
28.690937 80.278 23.6688
28.898843 81.020 19.0510
29.108256 81.702 14.0727
29.319186 82.318 8.7839
29.531645 82.867 3.2401
29.745644 83.348 -2.4999
29.961193 83.760 -8.3768
30.178304 84.104 -14.3315
30.396989 84.381 -20.3073
30.617258 84.595 -26.2510
30.839123 84.751 -32.1135
31.062596 84.852 -37.8519
31.287688 84.906 -43.4295
31.514412 84.920 -48.8178
31.742778 84.902 -53.9967
31.972800 84.859 -58.9549
32.204488 84.801 -63.6897
32.437855 84.735 -68.2057
32.672913 84.665 -72.5136
32.909674 84.598 -76.6280
33.148151 84.536 -80.5652
33.388356 84.482 -84.3418
33.630302 84.437 -87.9732
33.874001 84.401 -91.4735
34.119466 84.374 -94.8560
34.366710 84.359 -98.1334
34.615745 84.354 -101.3184
34.866585 84.360 -104.4240
35.119243 84.377 -107.4633
35.373731 84.404 -110.4491
35.630064 84.441 -113.3928
35.888254 84.486 -116.3043
36.148315 84.539 -119.1914
36.410261 84.597 -122.0601
36.674104 84.659 -124.9149
36.939860 84.725 -127.7587
37.207542 84.794 -130.5940
37.477163 84.865 -133.4223
37.748738 84.936 -136.2451
38.022281 85.008 -139.0629
38.297806 85.079 -141.8762
38.575327 85.148 -144.6847
38.854860 85.216 -147.4878
39.136419 85.281 -150.2840
39.420017 85.342 -153.0715
39.705671 85.401 -155.8475
39.993395 85.455 -158.6091
40.283203 85.505 -161.3530
40.575112 85.553 -164.0763
40.869136 85.598 -166.7765
41.165290 85.641 -169.4525
41.463591 85.683 -172.1048
41.764053 85.727 -174.7356
42.066693 85.772 -177.3491
42.371525 85.820 -179.9510
42.678567 85.871 177.4519
42.987834 85.925 174.8525
43.299341 85.982 172.2434
43.613106 86.041 169.6176
43.929145 86.102 166.9692
44.247473 86.163 164.2928
44.568109 86.223 161.5845
44.891068 86.281 158.8415
45.216367 86.335 156.0627
45.544023 86.383 153.2483
45.874054 86.425 150.4002
46.206476 86.458 147.5218
46.541307 86.481 144.6171
46.878565 86.494 141.6913
47.218266 86.496 138.7499
47.560429 86.486 135.7984
47.905072 86.463 132.8430
48.252212 86.427 129.8904
48.601867 86.378 126.9485
48.954056 86.313 124.0270
49.308798 86.234 121.1371
49.666109 86.140 118.2919
50.026010 86.031 115.5062
50.388520 85.909 112.7945
50.753656 85.776 110.1710
51.121437 85.634 107.6473
51.491884 85.487 105.2315
51.865016 85.340 102.9267
52.240851 85.196 100.7308
52.619410 85.061 98.6359
53.000712 84.939 96.6286
53.384777 84.833 94.6908
53.771625 84.747 92.8005
54.161276 84.683 90.9333
54.553751 84.640 89.0633
54.949070 84.621 87.1651
55.347254 84.622 85.2146
55.748323 84.642 83.1907
56.152298 84.679 81.0757
56.559201 84.729 78.8556
56.969052 84.790 76.5204
57.381873 84.858 74.0631
57.797686 84.931 71.4799
58.216512 85.006 68.7698
58.638373 85.081 65.9343
59.063291 85.155 62.9773
59.491288 85.225 59.9037
59.922386 85.292 56.7173
60.356608 85.357 53.4199
60.793977 85.419 50.0078
61.234515 85.479 46.4728
61.678246 85.536 42.8021
62.125192 85.588 38.9814
62.575377 85.631 34.9976
63.028824 85.660 30.8416
63.485557 85.671 26.5092
63.945599 85.658 22.0016
64.408975 85.618 17.3245
64.875709 85.544 12.4879
65.345825 85.434 7.5071
65.819348 85.280 2.4039
66.296302 85.077 -2.7906
66.776713 84.820 -8.0349
67.260604 84.504 -13.2764
67.748002 84.126 -18.4536
68.238932 83.683 -23.4995
68.733420 83.177 -28.3463
69.231490 82.610 -32.9291
69.733170 81.986 -37.1907
70.238485 81.312 -41.0852
70.747463 80.597 -44.5834
71.260128 79.852 -47.6801
71.776508 79.091 -50.4009
72.296630 78.332 -52.8077
72.820521 77.593 -54.9983
73.348209 76.896 -57.0992
73.879720 76.263 -59.2519
74.415083 75.714 -61.5979
74.954326 75.262 -64.2654
75.497475 74.914 -67.3592
76.044561 74.666 -70.9532
76.595612 74.507 -75.0861
77.150655 74.421 -79.7582
77.709720 74.389 -84.9341
78.272837 74.398 -90.5493
78.840034 74.436 -96.5201
79.411342 74.501 -102.7568
79.986789 74.593 -109.1746
80.566406 74.715 -115.7015
81.150224 74.870 -122.2820
81.738272 75.058 -128.8748
82.330581 75.282 -135.4490
82.927182 75.538 -141.9810
83.528107 75.824 -148.4518
84.133386 76.136 -154.8483
84.743051 76.469 -161.1623
85.357134 76.814 -167.3892
85.975667 77.164 -173.5253
86.598682 77.509 -179.5649
87.226212 77.842 174.4982
87.858289 78.157 168.6708
88.494946 78.447 162.9545
89.136217 78.707 157.3464
89.782135 78.932 151.8398
90.432733 79.118 146.4290
91.088046 79.260 141.1132
91.748108 79.355 135.9002
92.412952 79.401 130.8072
93.082615 79.398 125.8586
93.757130 79.350 121.0836
94.436533 79.260 116.5128
95.120859 79.137 112.1745
95.810144 78.986 108.0919
96.504423 78.817 104.2800
97.203734 78.637 100.7439
97.908112 78.454 97.4774
98.617595 78.277 94.4644
99.332219 78.111 91.6807
100.052021 77.962 89.0963
100.777039 77.834 86.6773
101.507311 77.734 84.3875
102.242875 77.665 82.1876
102.983769 77.631 80.0358
103.730032 77.635 77.8875
104.481702 77.679 75.6972
105.238820 77.762 73.4197
106.001424 77.884 71.0109
106.769554 78.039 68.4269
107.543250 78.226 65.6234
108.322553 78.437 62.5554
109.107503 78.668 59.1783
109.898141 78.912 55.4517
110.694508 79.161 51.3405
111.496646 79.412 46.8163
112.304596 79.657 41.8549
113.118402 79.894 36.4319
113.938104 80.118 30.5184
114.763747 80.325 24.0750
115.595372 80.509 17.0499
116.433024 80.666 9.3751
117.276746 80.792 0.9648
118.126581 80.881 -8.2844
118.982575 80.933 -18.4908
119.844772 80.946 -29.7723
120.713217 80.922 -42.2100
121.587954 80.868 -55.7820
122.469031 80.791 -70.2773
123.356492 80.706 -85.2446
124.250384 80.631 -100.0549
125.150753 80.587 -114.0849
126.057647 80.599 -126.9037
126.971113 80.687 -138.3392
127.891198 80.867 -148.4263
128.817950 81.144 -157.3159
129.751418 81.515 -165.2050
130.691651 81.969 -172.2927
131.638696 82.489 -178.7650
132.592604 83.056 175.2139
133.553425 83.649 169.5015
134.521208 84.251 163.9780
135.496004 84.845 158.5476
136.477864 85.417 153.1396
137.466839 85.959 147.7085
138.462981 86.461 142.2313
139.466340 86.922 136.7043
140.476971 87.340 131.1356
141.494925 87.718 125.5374
142.520256 88.056 119.9183
143.553016 88.356 114.2805
144.593260 88.618 108.6195
145.641043 88.838 102.9314
146.696418 89.013 97.2191
147.759441 89.140 91.4954
148.830166 89.217 85.7808
149.908651 89.244 80.0994
150.994951 89.222 74.4735
152.089123 89.152 68.9236
153.191223 89.035 63.4680
154.301310 88.871 58.1277
155.419441 88.657 52.9308
156.545674 88.392 47.9163
157.680069 88.074 43.1367
158.822683 87.702 38.6582
159.973578 87.280 34.5598
161.132813 86.813 30.9333
162.300447 86.309 27.8875
163.476543 85.782 25.5557
164.661162 85.247 24.1052
165.854364 84.724 23.7325
167.056213 84.239 24.6222
168.266772 83.818 26.8451
169.486102 83.489 30.2043
170.714268 83.273 34.1401
171.951334 83.176 37.8571
173.197364 83.188 40.6488
174.452424 83.283 42.1469
175.716578 83.430 42.3209
176.989893 83.595 41.3392
178.272434 83.752 39.4384
179.564270 83.878 36.8512
180.865467 83.958 33.7817
182.176092 83.979 30.4025
183.496216 83.934 26.8644
184.825905 83.816 23.3086
186.165229 83.621 19.8801
187.514259 83.350 16.7365
188.873065 83.006 14.0546
190.241717 82.598 12.0350
191.620287 82.141 10.9077
193.008847 81.654 10.9315
194.407468 81.165 12.3660
195.816225 80.706 15.3842
197.235190 80.312 19.9135
198.664438 80.016 25.4811
200.104042 79.838 31.2640
201.554078 79.787 36.4240
203.014622 79.850 40.4583
204.485750 80.007 43.2749
205.967538 80.237 45.0409
207.460064 80.520 46.0050
208.963405 80.843 46.3843
210.477640 81.197 46.3181
212.002848 81.572 45.8665
213.539108 81.955 45.0349
215.086500 82.330 43.8098
216.645105 82.680 42.1893
218.215005 82.990 40.2032
219.796281 83.246 37.9180
221.389015 83.442 35.4305
222.993292 83.576 32.8552
224.609193 83.652 30.3088
226.236804 83.678 27.9037
227.876209 83.667 25.7448
229.527494 83.634 23.9233
231.190745 83.596 22.5072
232.866048 83.570 21.5314
234.553491 83.572 20.9968
236.253163 83.609 20.8798
237.965150 83.686 21.1432
239.689544 83.804 21.7368
241.426433 83.959 22.5720
243.175909 84.148 23.4877
244.938062 84.362 24.2513
246.712984 84.588 24.6158
248.500768 84.808 24.4003
250.301507 85.003 23.5416
252.115295 85.157 22.0935
253.942226 85.261 20.1852
255.782396 85.313 17.9707
257.635901 85.316 15.5925
259.502837 85.277 13.1647
261.383301 85.205 10.7716
263.277392 85.107 8.4747
265.185209 84.992 6.3203
267.106850 84.867 4.3448
269.042417 84.739 2.5776
270.992009 84.615 1.0409
272.955729 84.505 -0.2512
274.933678 84.416 -1.2936
276.925961 84.359 -2.0931
278.932681 84.342 -2.6746
280.953942 84.373 -3.0869
282.989850 84.456 -3.4080
285.040511 84.593 -3.7361
287.106032 84.778 -4.1720
289.186521 85.000 -4.8025
291.282086 85.247 -5.6926
293.392836 85.504 -6.8859
295.518881 85.757 -8.4039
297.660333 85.994 -10.2430
299.817302 86.204 -12.3691
301.989902 86.383 -14.7249
304.178245 86.530 -17.2421
306.382446 86.646 -19.8572
308.602620 86.733 -22.5170
310.838882 86.792 -25.1746
313.091348 86.822 -27.7791
315.360137 86.821 -30.2643
317.645367 86.788 -32.5420
319.947156 86.730 -34.5098
322.265625 86.657 -36.0775
324.600895 86.585 -37.2025
326.953086 86.534 -37.9236
329.322323 86.516 -38.3796
331.708729 86.538 -38.8008
334.112427 86.595 -39.4542
336.533543 86.674 -40.5638
338.972204 86.754 -42.2500
341.428536 86.814 -44.5210
343.902668 86.837 -47.3010
346.394729 86.810 -50.4690
348.904848 86.727 -53.8904
351.433156 86.584 -57.4377
353.979786 86.388 -61.0027
356.544869 86.144 -64.5021
359.128540 85.863 -67.8772
361.730934 85.557 -71.0863
364.352185 85.232 -74.0906
366.992431 84.898 -76.8350
369.651810 84.557 -79.2269
372.330459 84.216 -81.1157
375.028519 83.880 -82.2728
377.746130 83.561 -82.3785
380.483434 83.277 -81.0251
383.240574 83.048 -77.7687
