* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Sep 16, 2025 3:04:40 PM
* REW Settings:
386.017693 82.895 -72.3328
388.814937 82.833 -65.0366
391.632450 82.867 -57.1005
394.470380 82.995 -50.1345
397.328875 83.205 -45.1453
400.208084 83.479 -42.2468
403.108157 83.797 -41.0762
406.029245 84.138 -41.1992
408.971500 84.479 -42.2791
411.935076 84.798 -44.0934
414.920127 85.071 -46.4929
417.926810 85.277 -49.3424
420.955280 85.399 -52.4760
424.005695 85.429 -55.6826
427.078215 85.364 -58.7192
430.173000 85.213 -61.3380
433.290211 84.992 -63.3215
436.430010 84.723 -64.5228
439.592562 84.433 -64.9128
442.778031 84.150 -64.6162
445.986583 83.902 -63.9003
449.218386 83.709 -63.0963
452.473607 83.582 -62.4906
455.752418 83.524 -62.2585
459.054987 83.530 -62.4670
462.381489 83.588 -63.1162
465.732096 83.684 -64.1741
469.106983 83.801 -65.5801
472.506325 83.920 -67.2346
475.930301 84.027 -68.9960
479.379088 84.114 -70.6940
482.852867 84.174 -72.1599
486.351817 84.210 -73.2676
489.876123 84.223 -73.9828
493.425968 84.218 -74.4011
497.001536 84.199 -74.7325
500.603014 84.164 -75.2209
504.230589 84.114 -76.0474
507.884452 84.049 -77.2831
511.564792 83.972 -78.9130
515.271802 83.889 -80.8828
519.005673 83.804 -83.1311
522.766602 83.718 -85.5974
526.554785 83.629 -88.2191
530.370418 83.533 -90.9240
534.213700 83.423 -93.6255
538.084833 83.298 -96.2271
541.984018 83.157 -98.6306
545.911457 83.004 -100.7495
549.867357 82.846 -102.5247
553.851922 82.693 -103.9379
557.865362 82.557 -105.0104
561.907884 82.442 -105.7751
565.979700 82.352 -106.2422
570.081022 82.279 -106.3661
574.212064 82.216 -106.0305
578.373042 82.156 -105.0671
582.564171 82.095 -103.3408
586.785671 82.040 -100.8903
591.037762 82.002 -98.0315
595.320665 81.990 -95.2957
599.634604 82.010 -93.2053
603.979804 82.060 -92.0686
608.356491 82.131 -91.9310
612.764893 82.212 -92.6504
617.205240 82.290 -93.9985
621.677763 82.360 -95.7324
626.182696 82.419 -97.6366
630.720274 82.474 -99.5505
635.290733 82.533 -101.3844
639.894312 82.604 -103.1139
644.531250 82.689 -104.7552
649.201789 82.782 -106.3365
653.906173 82.871 -107.8700
658.644647 82.942 -109.3250
663.417457 82.983 -110.6187
668.224854 82.990 -111.6411
673.067086 82.967 -112.3129
677.944408 82.930 -112.6411
682.857073 82.895 -112.7318
687.805336 82.877 -112.7583
692.789457 82.886 -112.9125
697.809695 82.924 -113.3606
702.866312 82.985 -114.2224
707.959571 83.057 -115.5619
713.089738 83.126 -117.3771
718.257080 83.175 -119.5981
723.461867 83.191 -122.0986
728.704370 83.161 -124.7115
733.984862 83.081 -127.2501
739.303619 82.955 -129.5408
744.660918 82.796 -131.4668
750.057038 82.624 -133.0050
755.492260 82.461 -134.2375
760.966869 82.324 -135.3318
766.481148 82.224 -136.4946
772.035387 82.158 -137.9099
777.629873 82.117 -139.6874
783.264900 82.087 -141.8446
788.940760 82.061 -144.3254
794.657750 82.032 -147.0391
800.416168 82.005 -149.8962
806.216313 81.982 -152.8265
812.058489 81.972 -155.7863
817.943000 81.978 -158.7642
823.870152 82.002 -161.7865
829.840255 82.039 -164.9062
835.853619 82.075 -168.1733
841.910559 82.090 -171.5962
848.011390 82.065 -175.1166
854.156430 81.981 -178.6039
860.346000 81.829 178.1321
866.580422 81.609 175.3129
872.860020 81.333 173.1749
879.185124 81.020 171.9690
885.556062 80.694 171.9473
891.973166 80.385 173.3129
898.436771 80.116 176.0996
904.947215 79.910 179.9941
911.504835 79.777 -175.7263
918.109975 79.717 -171.9417
924.762978 79.724 -169.2571
931.464192 79.783 -167.7661
938.213966 79.887 -167.0999
945.012651 80.026 -166.5497
951.860602 80.195 -165.0231
958.758176 80.391 -160.6909
965.705733 80.608 -150.4670
972.703635 80.846 -131.6956
979.752246 81.103 -110.3816
986.851935 81.379 -96.9160
994.003071 81.671 -91.6832
1001.206027 81.969 -91.3740
1008.461179 82.262 -93.7891
1015.768904 82.531 -97.7557
1023.129584 82.758 -102.6152
1030.543603 82.924 -107.9476
1038.011347 83.015 -113.4458
1045.533205 83.020 -118.8590
1053.109569 82.938 -123.9734
1060.740836 82.778 -128.6189
1068.427401 82.559 -132.6807
1076.169666 82.304 -136.0944
1083.968035 82.044 -138.8267
1091.822915 81.805 -140.8583
1099.734713 81.612 -142.1853
1107.703844 81.484 -142.8446
1115.730723 81.431 -142.9520
1123.815768 81.454 -142.7290
1131.959400 81.542 -142.4822
1140.162045 81.677 -142.5188
1148.424129 81.838 -143.0493
1156.746083 82.006 -144.1362
1165.128342 82.166 -145.7184
1173.571343 82.311 -147.6799
1182.075524 82.441 -149.9098
1190.641331 82.553 -152.3218
1199.269209 82.649 -154.8400
1207.959608 82.730 -157.3806
1216.712981 82.800 -159.8551
1225.529785 82.867 -162.1932
1234.410479 82.942 -164.3722
1243.355526 83.038 -166.4358
1252.365393 83.163 -168.4893
1261.440549 83.317 -170.6625
1270.581467 83.496 -173.0670
1279.788624 83.690 -175.7698
1289.062500 83.886 -178.7877
1298.403578 84.071 177.9042
1307.812346 84.235 174.3568
1317.289293 84.372 170.6263
1326.834914 84.475 166.7592
1336.449707 84.538 162.7904
1346.134173 84.555 158.7567
1355.888816 84.517 154.7092
1365.714145 84.422 150.7178
1375.610673 84.269 146.8616
1385.578915 84.063 143.2203
1395.619391 83.814 139.8716
1405.732624 83.533 136.8904
1415.919142 83.234 134.3431
1426.179476 82.935 132.2744
1436.514160 82.655 130.6901
1446.923734 82.415 129.5386
1457.408740 82.229 128.6987
1467.969724 82.107 127.9897
1478.607238 82.046 127.2122
1489.321836 82.033 126.2001
1500.114076 82.051 124.8583
1510.984521 82.081 123.1686
1521.933737 82.110 121.1704
1532.962297 82.130 118.9280
1544.070773 82.138 116.5050
1555.259747 82.134 113.9546
1566.529800 82.120 111.3202
1577.881521 82.097 108.6379
1589.315501 82.065 105.9358
1600.832336 82.027 103.2316
1612.432627 81.985 100.5327
1624.116978 81.939 97.8445
1635.886000 81.888 95.1768
1647.740304 81.832 92.5472
1659.680509 81.769 89.9791
1671.707238 81.699 87.4976
1683.821118 81.619 85.1283
1696.022780 81.528 82.9023
1708.312860 81.424 80.8651
1720.692000 81.308 79.0889
1733.160843 81.184 77.6768
1745.720041 81.058 76.7572
1758.370248 80.943 76.4685
1771.112124 80.850 76.9355
1783.946332 80.794 78.2357
1796.873543 80.787 80.3486
1809.894429 80.837 83.1210
1823.009670 80.946 86.2727
1836.219950 81.114 89.4469
1849.525956 81.336 92.2740
1862.928384 81.607 94.4413
1876.427931 81.923 95.7590
1890.025301 82.273 96.1792
1903.721204 82.646 95.7606
1917.516352 83.030 94.6118
1931.411466 83.413 92.8455
1945.407270 83.782 90.5597
1959.504493 84.127 87.8389
1973.703870 84.435 84.7642
1988.006142 84.702 81.4230
2002.412054 84.924 77.9097
2016.922357 85.104 74.3164
2031.537808 85.245 70.7291
2046.259169 85.350 67.2318
2061.087206 85.423 63.9133
2076.022694 85.466 60.8651
2091.066410 85.484 58.1709
2106.219139 85.487 55.8857
2121.481671 85.486 54.0117
2136.854802 85.492 52.4897
2152.339333 85.516 51.2206
2167.936071 85.567 50.0969
2183.645829 85.653 49.0166
2199.469427 85.777 47.8698
2215.407689 85.937 46.5300
2231.461446 86.123 44.8682
2247.631536 86.318 42.7854
2263.918800 86.502 40.2439
2280.324089 86.654 37.2781
2296.848258 86.757 33.9896
2313.492167 86.801 30.5303
2330.256685 86.783 27.0737
2347.142685 86.713 23.7781
2364.151049 86.601 20.7571
2381.282662 86.463 18.0699
2398.538418 86.310 15.7343
2415.919216 86.151 13.7622
2433.425962 85.995 12.1957
2451.059570 85.847 11.1141
2468.820958 85.714 10.6146
2486.711052 85.602 10.7694
2504.730786 85.519 11.5662
2522.881098 85.472 12.8649
2541.162934 85.465 14.4236
2559.577248 85.497 16.0000
2578.125000 85.565 17.4760
2596.807157 85.661 18.9285
2615.624692 85.775 20.6075
2634.578586 85.900 22.8590
2653.669829 86.027 26.0101
2672.899414 86.150 30.1930
2692.268345 86.268 35.1534
2711.777632 86.378 40.2345
2731.428290 86.481 44.6720
2751.221345 86.577 47.9679
2771.157829 86.670 49.9833
2791.238781 86.763 50.7961
2811.465248 86.856 50.5637
2831.838284 86.951 49.4652
2852.358952 87.047 47.6835
2873.028321 87.146 45.3898
2893.847468 87.247 42.7347
2914.817480 87.354 39.8394
2935.939449 87.469 36.7893
2957.214476 87.597 33.6392
2978.643672 87.738 30.4219
3000.228152 87.893 27.1549
3021.969041 88.059 23.8450
3043.867475 88.230 20.4908
3065.924593 88.396 17.0844
3088.141547 88.547 13.6150
3110.519493 88.669 10.0786
3133.059600 88.750 6.4902
3155.763041 88.783 2.8920
3178.631001 88.766 -0.6537
3201.664672 88.703 -4.0760
3224.865254 88.601 -7.3054
3248.233957 88.470 -10.2755
3271.771999 88.317 -12.9248
3295.480608 88.149 -15.1941
3319.361019 87.970 -17.0164
3343.414477 87.783 -18.3115
3367.642236 87.589 -18.9989
3392.045560 87.393 -19.0332
3416.625721 87.198 -18.4426
3441.383999 87.008 -17.3317
3466.321686 86.830 -15.8413
3491.440082 86.666 -14.0963
3516.740496 86.524 -12.1815
3542.224247 86.412 -10.1545
3567.892664 86.341 -8.0861
3593.747085 86.319 -6.0878
3619.788858 86.348 -4.3010
3646.019340 86.427 -2.8557
3672.439900 86.548 -1.8337
3699.051913 86.699 -1.2512
3725.856768 86.871 -1.0664
3752.855862 87.051 -1.2009
3780.050603 87.232 -1.5635
3807.442408 87.407 -2.0715
3835.032705 87.573 -2.6688
3862.822933 87.730 -3.3373
3890.814540 87.877 -4.1030
3919.008986 88.015 -5.0210
3947.407741 88.138 -6.1416
3976.012284 88.243 -7.4819
4004.824108 88.325 -9.0249
4033.844715 88.379 -10.7350
4063.075616 88.406 -12.5671
4092.518337 88.406 -14.4668
4122.174412 88.384 -16.3789
4152.045387 88.347 -18.2666
4182.132820 88.300 -20.1227
4212.438278 88.248 -21.9666
4242.963342 88.192 -23.8225
4273.709604 88.131 -25.6941
4304.678665 88.064 -27.5498
4335.872141 87.992 -29.3235
4367.291658 87.915 -30.9238
4398.938854 87.834 -32.2488
4430.815378 87.751 -33.2056
4462.922893 87.666 -33.7363
4495.263072 87.577 -33.8425
4527.837601 87.482 -33.5883
4560.648179 87.376 -33.0653
4593.696515 87.258 -32.3353
4626.984334 87.130 -31.4031
4660.513370 87.001 -30.2408
4694.285371 86.881 -28.8350
4728.302098 86.783 -27.2272
4762.565324 86.717 -25.5388
4797.076835 86.692 -23.9618
4831.838432 86.710 -22.7046
4866.851925 86.766 -21.9193
4902.119140 86.849 -21.6600
4937.641916 86.948 -21.8881
4973.422105 87.052 -22.5092
5009.461572 87.154 -23.4197
5045.762195 87.249 -24.5414
5082.325868 87.334 -25.8370
5119.154496 87.403 -27.3024
5156.250000 87.451 -28.9369
5193.614313 87.471 -30.7144
5231.249383 87.461 -32.5759
5269.157173 87.418 -34.4392
5307.339658 87.343 -36.2054
5345.798829 87.241 -37.7625
5384.536691 87.121 -38.9945
5423.555263 86.993 -39.7877
5462.856580 86.868 -40.0250
5502.442691 86.752 -39.5824
5542.315659 86.650 -38.3483
5582.477563 86.568 -36.2762
5622.930497 86.505 -33.4562
5663.676569 86.464 -30.1523
5704.717904 86.444 -26.7589
5746.056642 86.448 -23.6835
5787.694937 86.475 -21.2207
5829.634960 86.528 -19.5023
5871.878898 86.606 -18.5376
5914.428953 86.707 -18.2773
5957.287343 86.822 -18.6516
6000.456303 86.943 -19.5798
6043.938083 87.059 -20.9648
6087.734950 87.160 -22.6962
6131.849187 87.242 -24.6625
6176.283094 87.301 -26.7648
6221.038987 87.336 -28.9210
6266.119200 87.345 -31.0575
6311.526083 87.325 -33.0964
6357.262002 87.273 -34.9399
6403.329344 87.189 -36.4584
6449.730508 87.079 -37.4930
6496.467914 86.955 -37.8756
6543.543998 86.835 -37.4553
6590.961215 86.737 -36.1434
6638.722037 86.677 -33.9731
6686.828954 86.664 -31.1550
6735.284473 86.699 -28.0850
6784.091120 86.772 -25.2589
6833.251441 86.871 -23.1097
6882.767998 86.981 -21.8727
6932.643372 87.088 -21.5668
6982.880164 87.181 -22.0667
7033.480992 87.255 -23.1892
7084.448495 87.306 -24.7523
7135.785329 87.333 -26.5989
7187.494171 87.336 -28.5931
7239.577717 87.315 -30.6069
7292.038681 87.271 -32.5096
7344.879799 87.206 -34.1718
7398.103826 87.125 -35.4756
7451.713536 87.034 -36.3229
7505.711724 86.938 -36.6321
7560.101205 86.841 -36.3319
7614.884815 86.749 -35.3541
7670.065409 86.668 -33.6409
7725.645865 86.607 -31.1776
7781.629080 86.573 -28.0427
7838.017972 86.572 -24.4520
7894.815481 86.606 -20.7656
7952.024569 86.673 -17.4119
8009.648217 86.766 -14.7590
8067.689429 86.874 -13.0120
8126.151233 86.983 -12.1891
8185.036674 87.082 -12.1700
8244.348824 87.158 -12.7661
8304.090774 87.205 -13.7678
8364.265639 87.215 -14.9655
8424.876556 87.190 -16.1549
8485.926684 87.134 -17.1422
8547.419207 87.056 -17.7505
8609.357330 86.966 -17.8334
8671.744282 86.878 -17.2950
8734.583316 86.805 -16.1198
8797.877707 86.759 -14.4042
8861.630756 86.750 -12.3651
8925.845785 86.784 -10.2933
8990.526143 86.859 -8.4705
9055.675202 86.966 -7.0948
9121.296357 87.094 -6.2571
9187.393031 87.227 -5.9525
9253.968668 87.351 -6.1055
9321.026740 87.456 -6.5934
9388.570742 87.536 -7.2712
9456.604196 87.590 -7.9957
9525.130648 87.619 -8.6373
9594.153671 87.628 -9.0845
9663.676863 87.621 -9.2466
9733.703850 87.605 -9.0607
9804.238280 87.588 -8.5013
9875.283832 87.579 -7.5905
9946.844210 87.585 -6.4070
10018.923143 87.609 -5.0884
10091.524390 87.651 -3.8057
10164.651736 87.707 -2.7153
10238.308993 87.767 -1.9120
10312.500000 87.824 -1.4091
10387.228626 87.870 -1.1467
10462.498767 87.900 -1.0193
10538.314345 87.915 -0.9128
10614.679315 87.919 -0.7439
10691.597657 87.919 -0.4835
10769.073381 87.921 -0.1581
10847.110526 87.928 0.1714
10925.713161 87.940 0.4388
11004.885382 87.956 0.5986
11084.631318 87.975 0.6332
11164.955126 87.995 0.5449
11245.860993 88.016 0.3458
11327.353138 88.036 0.0546
11409.435808 88.055 -0.3070
11492.113283 88.071 -0.7188
11575.389873 88.083 -1.1609
11659.269920 88.089 -1.6116
11743.757796 88.087 -2.0465
11828.857906 88.075 -2.4412
11914.574686 88.053 -2.7766
12000.912606 88.021 -3.0457
12087.876166 87.982 -3.2560
12175.469900 87.937 -3.4248
12263.698373 87.887 -3.5697
12352.566187 87.832 -3.7015
12442.077974 87.771 -3.8171
12532.238400 87.702 -3.8959
12623.052165 87.625 -3.9042
12714.524005 87.542 -3.8058
12806.658687 87.458 -3.5746
12899.461015 87.380 -3.2063
12992.935827 87.312 -2.7256
13087.087996 87.260 -2.1863
13181.922430 87.224 -1.6573
13277.444074 87.202 -1.2031
13373.657907 87.188 -0.8630
13470.568945 87.174 -0.6420
13568.182241 87.156 -0.5138
13666.502883 87.132 -0.4379
13765.535996 87.102 -0.3792
13865.286744 87.071 -0.3259
13965.760328 87.041 -0.2938
14066.961984 87.013 -0.3176
14168.896989 86.983 -0.4362
14271.570658 86.944 -0.6730
14374.988342 86.889 -1.0210
